indicator_id,indicator_label_en
OFST.2.F.CP,"Out-of-school adolescents of lower secondary school age, female (number)"
OFST.2.M.CP,"Out-of-school adolescents of lower secondary school age, male (number)"
OFST.2T3.CP,"Out-of-school adolescents and youth of secondary school age, both sexes (number)"
OFST.2T3.F.CP,"Out-of-school adolescents and youth of secondary school age, female (number)"
OFST.2T3.M.CP,"Out-of-school adolescents and youth of secondary school age, male (number)"
OFST.3.CP,"Out-of-school youth of upper secondary school age, both sexes (number)"
OFST.3.F.CP,"Out-of-school youth of upper secondary school age, female (number)"
OFST.3.M.CP,"Out-of-school youth of upper secondary school age, male (number)"
OFST.AGM1.CP,"Out-of-school children, one year before the official primary entry age, both sexes (number)"
OFST.AGM1.F.CP,"Out-of-school children, one year before the official primary entry age, female (number)"
OFST.AGM1.M.CP,"Out-of-school children, one year before the official primary entry age, male (number)"
REPR.1.CP,"Repetition rate in primary education (all grades), both sexes (%)"
REPR.1.F.CP,"Repetition rate in primary education (all grades), female (%)"
REPR.1.G1.CP,"Repetition rate in Grade 1 of primary education, both sexes (%)"
REPR.1.G1.F.CP,"Repetition rate in Grade 1 of primary education, female (%)"
REPR.1.G1.M.CP,"Repetition rate in Grade 1 of primary education, male (%)"
REPR.1.G2.CP,"Repetition rate in Grade 2 of primary education, both sexes (%)"
REPR.1.G2.F.CP,"Repetition rate in Grade 2 of primary education, female (%)"
REPR.1.G2.M.CP,"Repetition rate in Grade 2 of primary education, male (%)"
REPR.1.G3.CP,"Repetition rate in Grade 3 of primary education, both sexes (%)"
REPR.1.G3.F.CP,"Repetition rate in Grade 3 of primary education, female (%)"
REPR.1.G3.M.CP,"Repetition rate in Grade 3 of primary education, male (%)"
REPR.1.G4.CP,"Repetition rate in Grade 4 of primary education, both sexes (%)"
REPR.1.G4.F.CP,"Repetition rate in Grade 4 of primary education, female (%)"
REPR.1.G4.M.CP,"Repetition rate in Grade 4 of primary education, male (%)"
REPR.1.G5.CP,"Repetition rate in Grade 5 of primary education, both sexes (%)"
REPR.1.G5.F.CP,"Repetition rate in Grade 5 of primary education, female (%)"
REPR.1.G5.M.CP,"Repetition rate in Grade 5 of primary education, male (%)"
REPR.1.G6.CP,"Repetition rate in Grade 6 of primary education, both sexes (%)"
REPR.1.G6.F.CP,"Repetition rate in Grade 6 of primary education, female (%)"
REPR.1.G6.M.CP,"Repetition rate in Grade 6 of primary education, male (%)"
REPR.1.G7.CP,"Repetition rate in Grade 7 of primary education, both sexes (%)"
REPR.1.G7.F.CP,"Repetition rate in Grade 7 of primary education, female (%)"
REPR.1.G7.M.CP,"Repetition rate in Grade 7 of primary education, male (%)"
REPR.1.M.CP,"Repetition rate in primary education (all grades), male (%)"
REPR.2.CP,"Repetition rate in lower secondary general education (all grades), both sexes (%)"
REPR.2.F.CP,"Repetition rate in lower secondary general education (all grades), female (%)"
REPR.2.G1.CP,"Repetition rate in Grade 1 of lower secondary general education, both sexes (%)"
REPR.2.G1.F.CP,"Repetition rate in Grade 1 of lower secondary general education, female (%)"
REPR.2.G1.M.CP,"Repetition rate in Grade 1 of lower secondary general education, male (%)"
REPR.2.G2.CP,"Repetition rate in Grade 2 of lower secondary general education, both sexes (%)"
REPR.2.G2.F.CP,"Repetition rate in Grade 2 of lower secondary general education, female (%)"
REPR.2.G2.M.CP,"Repetition rate in Grade 2 of lower secondary general education, male (%)"
REPR.2.G3.CP,"Repetition rate in Grade 3 of lower secondary general education, both sexes (%)"
REPR.2.G3.F.CP,"Repetition rate in Grade 3 of lower secondary general education, female (%)"
REPR.2.G3.M.CP,"Repetition rate in Grade 3 of lower secondary general education, male (%)"
REPR.2.G4.CP,"Repetition rate in Grade 4 of lower secondary general education, both sexes (%)"
REPR.2.G4.F.CP,"Repetition rate in Grade 4 of lower secondary general education, female (%)"
REPR.2.G4.M.CP,"Repetition rate in Grade 4 of lower secondary general education, male (%)"
REPR.2.G5.CP,"Repetition rate in Grade 5 of lower secondary general education, both sexes (%)"
REPR.2.G5.F.CP,"Repetition rate in Grade 5 of lower secondary general education, female (%)"
REPR.2.G5.M.CP,"Repetition rate in Grade 5 of lower secondary general education, male (%)"
REPR.2.M.CP,"Repetition rate in lower secondary general education (all grades), male (%)"
SAP.0,"School age population, early childhood education, both sexes (number)"
SAP.0.F,"School age population, early childhood education, female (number)"
SAP.0.M,"School age population, early childhood education, male (number)"
SAP.01,"School age population, early childhood educational development programmes, both sexes (number)"
SAP.01.F,"School age population, early childhood educational development programmes, female (number)"
SAP.01.M,"School age population, early childhood educational development programmes, male (number)"
SAP.02,"School age population, pre-primary education, both sexes (number)"
SAP.02.F,"School age population, pre-primary education, female (number)"
SAP.02.M,"School age population, pre-primary education, male (number)"
SAP.1,"School age population, primary education, both sexes (number)"
SAP.1.AGM1,"School age population, one year before the official primary entry age, both sexes (number)"
SAP.1.AGM1.F,"School age population, one year before the official primary entry age, female (number)"
SAP.1.AGM1.M,"School age population, one year before the official primary entry age, male (number)"
SAP.1.F,"School age population, primary education, female (number)"
SAP.1.G1,"Population of the official entrance age to primary education, both sexes (number)"
SAP.1.G1.F,"Population of the official entrance age to primary education, female (number)"
SAP.1.G1.M,"Population of the official entrance age to primary education, male (number)"
SAP.1.GLAST,"School age population, last grade of primary education, both sexes (number)"
SAP.1.GLAST.F,"School age population, last grade of primary education, female (number)"
SAP.1.GLAST.M,"School age population, last grade of primary education, male (number)"
SAP.1.M,"School age population, primary education, male (number)"
SAP.2,"School age population, lower secondary education, both sexes (number)"
SAP.2.F,"School age population, lower secondary education, female (number)"
SAP.2.G1,"Population of the official entrance age to secondary general education, both sexes (number)"
SAP.2.G1.F,"Population of the official entrance age to secondary general education, female (number)"
SAP.2.G1.M,"Population of the official entrance age to secondary general education, male (number)"
SAP.2.M,"School age population, lower secondary education, male (number)"
SAP.2T3,"School age population, secondary education, both sexes (number)"
SAP.2T3.F,"School age population, secondary education, female (number)"
SAP.2T3.M,"School age population, secondary education, male (number)"
SAP.3,"School age population, upper secondary education, both sexes (number)"
SAP.3.F,"School age population, upper secondary education, female (number)"
SAP.3.M,"School age population, upper secondary education, male (number)"
SAP.4,"School age population, post-secondary non-tertiary education, both sexes (number)"
SAP.4.F,"School age population, post-secondary non-tertiary education, female (number)"
SAP.4.M,"School age population, post-secondary non-tertiary education, male (number)"
SAP.5T8,"School age population, tertiary education, both sexes (number)"
SAP.5T8.F,"School age population, tertiary education, female (number)"
SAP.5T8.M,"School age population, tertiary education, male (number)"
SAP.CE,"Population of compulsory school age, both sexes (number)"
SAP.CE.F,"Population of compulsory school age, female (number)"
SAP.CE.M,"Population of compulsory school age, male (number)"
SLE.02,"School life expectancy, pre-primary, both sexes (years)"
SLE.02.F,"School life expectancy, pre-primary, female (years)"
SLE.02.GPIA,"School life expectancy, pre-primary, adjusted gender parity index (GPIA)"
SLE.02.M,"School life expectancy, pre-primary, male (years)"
SLE.1,"School life expectancy, primary, both sexes (years)"
SLE.1.F,"School life expectancy, primary, female (years)"
SLE.1.GPIA,"School life expectancy, primary, adjusted gender parity index (GPIA)"
SLE.1.M,"School life expectancy, primary, male (years)"
SLE.1T2,"School life expectancy, primary and lower secondary, both sexes (years)"
SLE.1T2.F,"School life expectancy, primary and lower secondary, female (years)"
SLE.1T2.GPIA,"School life expectancy, primary and lower secondary, adjusted gender parity index (GPIA)"
SLE.1T2.M,"School life expectancy, primary and lower secondary, male (years)"
SLE.1T3,"School life expectancy, primary and secondary, both sexes (years)"
SLE.1T3.F,"School life expectancy, primary and secondary, female (years)"
SLE.1T3.GPIA,"School life expectancy, primary and secondary, adjusted gender parity index (GPIA)"
SLE.1T3.M,"School life expectancy, primary and secondary, male (years)"
SLE.1T8,"School life expectancy, primary to tertiary, both sexes (years)"
SLE.1T8.F,"School life expectancy, primary to tertiary, female (years)"
SLE.1T8.GPIA,"School life expectancy, primary to tertiary, adjusted gender parity index (GPIA)"
SLE.1T8.M,"School life expectancy, primary to tertiary, male (years)"
SLE.2T3,"School life expectancy, secondary, both sexes (years)"
SLE.2T3.F,"School life expectancy, secondary, female (years)"
SLE.2T3.GPIA,"School life expectancy, secondary, adjusted gender parity index (GPIA)"
SLE.2T3.M,"School life expectancy, secondary, male (years)"
SLE.4,"School life expectancy, post-secondary non-tertiary, both sexes (years)"
SLE.4.F,"School life expectancy, post-secondary non-tertiary, female (years)"
SLE.4.GPIA,"School life expectancy, post-secondary non-tertiary, adjusted gender parity index (GPIA)"
SLE.4.M,"School life expectancy, post-secondary non-tertiary, male (years)"
SLE.5T8,"School life expectancy, tertiary, both sexes (years)"
SLE.5T8.F,"School life expectancy, tertiary, female (years)"
SLE.5T8.GPIA,"School life expectancy, tertiary, adjusted gender parity index (GPIA)"
SLE.5T8.M,"School life expectancy, tertiary, male (years)"
SR.1.G4.CP,"Survival rate to Grade 4 of primary education, both sexes (%)"
SR.1.G4.F.CP,"Survival rate to Grade 4 of primary education, female (%)"
SR.1.G4.GPIA,"Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)"
SR.1.G4.M.CP,"Survival rate to Grade 4 of primary education, male (%)"
SR.1.G5.CP,"Survival rate to Grade 5 of primary education, both sexes (%)"
SR.1.G5.F.CP,"Survival rate to Grade 5 of primary education, female (%)"
SR.1.G5.GPIA,"Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)"
SR.1.G5.M.CP,"Survival rate to Grade 5 of primary education, male (%)"
SR.1.GLAST.CP,"Survival rate to the last grade of primary education, both sexes (%)"
SR.1.GLAST.F.CP,"Survival rate to the last grade of primary education, female (%)"
SR.1.GLAST.GPIA,"Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)"
SR.1.GLAST.M.CP,"Survival rate to the last grade of primary education, male (%)"
THDUR.2T3,Theoretical duration of secondary education (years)
X.PPP.02.FSGOV,"Government expenditure on pre-primary education, PPP$ (millions)"
X.PPP.1.FSGOV,"Government expenditure on primary education, PPP$ (millions)"
X.PPP.2.FSGOV,"Government expenditure on lower secondary education, PPP$ (millions)"
X.PPP.2T3.FSGOV,"Government expenditure on secondary education, PPP$ (millions)"
X.PPP.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, PPP$ (millions)"
X.PPP.3.FSGOV,"Government expenditure on upper secondary education, PPP$ (millions)"
X.PPP.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, PPP$ (millions)"
X.PPP.5T8.FSGOV,"Government expenditure on tertiary education, PPP$ (millions)"
X.PPP.FSGOV,"Government expenditure on education, PPP$ (millions)"
X.PPP.UK.FSGOV,"Government expenditure on education not specified by level, PPP$ (millions)"
X.PPPCONST.02.FSGOV,"Government expenditure on pre-primary education, constant PPP$ (millions)"
X.PPPCONST.1.FSGOV,"Government expenditure on primary education, constant PPP$ (millions)"
X.PPPCONST.2.FSGOV,"Government expenditure on lower secondary education, constant PPP$ (millions)"
X.PPPCONST.2T3.FSGOV,"Government expenditure on secondary education, constant PPP$ (millions)"
X.PPPCONST.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant PPP$ (millions)"
X.PPPCONST.3.FSGOV,"Government expenditure on upper secondary education, constant PPP$ (millions)"
X.PPPCONST.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)"
